Drug Name,Side Effects,Age Category,Medical Condition
Percodan,"Nausea, constipation, dizziness",Adults,Prescription opioid pain medication for moderate to severe pain
Pramox,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Pramoxine,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Prax,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Precaine B,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Prialt,"Nausea, dizziness, weakness",Adults,Prescription medication for severe chronic pain
Primlev,"Nausea, constipation, dizziness",Adults,Prescription opioid pain medication for moderate to severe pain
Prolate,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Qutenza,"Skin irritation, burning sensation",Adults,Prescription medication for nerve pain associated with shingles
Rematex,"Upset stomach, heartburn",Adults,Relief of pain and inflammation associated with arthritis or other conditions
Salonpas-Hot,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Sarna Sensitive,"Skin irritation, itching",Adults,Topical relief of itching and discomfort
Seglentis,"Nausea, constipation, dizziness",Adults,Prescription opioid pain medication for moderate to severe pain
Solarcaine First Aid Medicated Spray,"Skin irritation, burning sensation",Adults,Topical pain relief for minor skin irritations
Soltice Quick-Rub,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Sombra Cool Therapy,"Cooling sensation, skin irritation",Adults,Topical pain relief for minor aches and pains
Sombra Warm Therapy,"Warming sensation, skin irritation",Adults,Topical pain relief for minor aches and pains
Stopain,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Sufentanil,"Nausea, dizziness, constipation",Adults,Prescription opioid pain medication for moderate to severe pain
Sure Result DSS Premium Pak,"Upset stomach, heartburn",Adults,Relief of pain and inflammation associated with arthritis or other conditions
Theragen HP,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Therapeutic Ice,"Cooling sensation, skin irritation",Adults,Topical pain relief for minor aches and pains
Tiger Balm,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Tiger Balm Pain Relieving Patch,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Tivorbex,"Upset stomach, heartburn",Adults,Prescription nonsteroidal anti-inflammatory drug for pain and inflammation
Topical Anesthetic Dental Gel,"Numbness, irritation at application site",Adults,Topical pain relief for dental discomfort
Transderm-iQ,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Trezix,"Drowsiness, dizziness, nausea",Adults,Prescription combination medication for pain relief
Tru-micin,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Ultracin T,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Xodol,"Nausea, dizziness, constipation",Adults,Prescription opioid pain medication for moderate to severe pain
Xolox,"Upset stomach, heartburn",Adults,Relief of pain and inflammation associated with arthritis or other conditions
Ziclopro,"Skin irritation, burning sensation",Adults,Topical pain relief for minor aches and pains
Ziconotide,"Dizziness, confusion, headache",Adults,Prescription medication for severe chronic pain
Zyfrel,"Nausea, drowsiness, constipation",Adults,Prescription opioid pain medication for moderate to severe pain
Clindamycin,"Diarrhea, rash, nausea, abdominal pain",Adults,Antibiotic used to treat various bacterial infections
Cefotaxime,"Diarrhea, nausea, vomiting, rash",Adults,Antibiotic used to treat bacterial infections
Metronidazole,"Nausea, headache, metallic taste",Adults,Antibiotic used to treat bacterial and parasitic infections
Vancomycin,"Nausea, rash, redness or swelling at injection site",Adults,Antibiotic used to treat serious bacterial infections
Cefepime,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Ceftazidime,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Flagyl,"Nausea, headache, metallic taste",Adults,Antibiotic used to treat bacterial and parasitic infections
Amikacin,"Nausea, dizziness, kidney problems",Adults,Antibiotic used to treat serious bacterial infections
Ancef,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Zyvox,"Diarrhea, headache, nausea",Adults,Antibiotic used to treat various bacterial infections
Cleocin,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Flagyl IV,"Nausea, headache, metallic taste",Adults,Antibiotic used to treat bacterial and parasitic infections (intravenous form)
Linezolid,"Diarrhea, headache, nausea",Adults,Antibiotic used to treat various bacterial infections
Piperacillin / Tazobactam,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Zosyn,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Cefazolin,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Cleocin HCl,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Cleocin Pediatric,"Diarrhea, rash, nausea",Child,Antibiotic used to treat various bacterial infections in pediatric patients
Cleocin Phosphate,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections (intravenous form)
Flagyl 375,"Nausea, headache, metallic taste",Adults,Antibiotic used to treat bacterial and parasitic infections (375 mg extended-release)
Tobramycin,"Hearing loss, kidney problems, rash",Adults,Antibiotic used to treat various bacterial infections
Aztreonam,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Ertapenem,"Diarrhea, nausea, headache",Adults,Antibiotic used to treat various bacterial infections
Garamycin,"Hearing loss, kidney problems, rash",Adults,Antibiotic used to treat various bacterial infections
Gentamicin,"Hearing loss, kidney problems, rash",Adults,Antibiotic used to treat various bacterial infections
Invanz,"Diarrhea, nausea, headache",Adults,Antibiotic used to treat various bacterial infections
Maxipime,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Penicillin VK,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Penicillin V Potassium,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Teflaro,"Diarrhea, nausea, headache",Adults,Antibiotic used to treat various bacterial infections
Tigecycline,"Nausea, vomiting, rash",Adults,Antibiotic used to treat various bacterial infections
Tygacil,"Nausea, vomiting, rash",Adults,Antibiotic used to treat various bacterial infections
Vancocin,"Nausea, vomiting, abdominal pain",Adults,Antibiotic used to treat Clostridium difficile-associated diarrhea and infections
Vancocin HCl,"Nausea, vomiting, abdominal pain",Adults,Antibiotic used to treat Clostridium difficile-associated diarrhea and infections
Vancocin HCl Pulvules,"Nausea, vomiting, abdominal pain",Adults,Antibiotic used to treat Clostridium difficile-associated diarrhea and infections
Amikin,"Hearing loss, kidney problems, rash",Adults,Antibiotic used to treat serious bacterial infections
Amikin Pediatric,"Hearing loss, kidney problems, rash",Child,Antibiotic used to treat serious bacterial infections in pediatric patients
Ampicillin / Sulbactam,"Diarrhea, rash, nausea",Adults,Antibiotic used to treat various bacterial infections
Avibactam / Ceftazidime,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Avycaz,"Diarrhea, nausea, headache",Adults,Antibiotic used to treat various bacterial infections
Azactam,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
BACiiM,"Rash, redness, itching",Adults,"Topical antibiotic used to prevent infection in minor cuts, scrapes, and burns"
Bacitracin,"Rash, redness, itching",Adults,"Topical antibiotic used to prevent infection in minor cuts, scrapes, and burns"
Bacitracin,"Rash, redness, itching",Adults,"Topical antibiotic used to prevent infection in minor cuts, scrapes, and burns"
Baxdela,"Nausea, diarrhea, headache",Adults,Antibiotic used to treat various bacterial infections
Bicillin C-R,"Allergic reactions, diarrhea, rash",Adults,Antibiotic used to treat various bacterial infections
Bicillin C-R 900/300,"Allergic reactions, diarrhea, rash",Adults,Antibiotic used to treat various bacterial infections
Cefotan,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Cefotetan,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Cefoxitin,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Ceftaroline,"Diarrhea, nausea, headache",Adults,Antibiotic used to treat various bacterial infections
Ceftolozane / Tazobactam,"Diarrhea, nausea, headache",Adults,Antibiotic used to treat various bacterial infections
Claforan,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Delafloxacin,"Nausea, headache, diarrhea",Adults,Antibiotic used to treat skin and lung infections
Fortaz,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Lefamulin,"Nausea, diarrhea, headache",Adults,Antibiotic used to treat community-acquired bacterial pneumonia and skin infections
Nafcillin,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Nuzyra,"Nausea, headache, diarrhea",Adults,Antibiotic used to treat community-acquired bacterial pneumonia and skin infections
Omadacycline,"Nausea, diarrhea, headache",Adults,Antibiotic used to treat community-acquired bacterial pneumonia and skin infections
Oxacillin,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Penicillin G Benzathine / Procaine Penicillin,"Allergic reactions, diarrhea, rash",Adults,Antibiotic used to treat various bacterial infections
Penicillin G Potassium,"Allergic reactions, diarrhea, rash",Adults,Antibiotic used to treat various bacterial infections
Penicillin G Sodium,"Allergic reactions, diarrhea, rash",Adults,Antibiotic used to treat various bacterial infections
Pfizerpen,"Allergic reactions, diarrhea, rash",Adults,Antibiotic used to treat various bacterial infections
Piperacillin,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Procaine Penicillin,"Allergic reactions, diarrhea, rash",Adults,Antibiotic used to treat various bacterial infections
Tazicef,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Telavancin,"Nausea, headache, diarrhea",Adults,Antibiotic used to treat skin and bloodstream infections
Tobi,"Cough, wheezing, headache",Adults,Antibiotic used to treat lung infections caused by Pseudomonas aeruginosa
Unasyn,"Diarrhea, nausea, rash",Adults,Antibiotic used to treat various bacterial infections
Vibativ,"Nausea, vomiting, diarrhea",Adults,Antibiotic used to treat skin and bloodstream infections caused by certain bacteria
Xenleta,"Nausea, diarrhea, headache",Adults,Antibiotic used to treat community-acquired bacterial pneumonia and skin infections
Zerbaxa,"Diarrhea, nausea, headache",Adults,Antibiotic used to treat various bacterial infections
Humira,"Injection site reactions, upper respiratory infections",Adults,Medication used to treat various autoimmune diseases
Stelara,"Infections, headache, fatigue",Adults,Medication used to treat autoimmune diseases such as psoriasis and psoriatic arthritis
Ustekinumab,"Infections, headache, fatigue",Adults,Medication used to treat autoimmune diseases such as psoriasis and psoriatic arthritis
Adalimumab,"Injection site reactions, infections",Adults,Medication used to treat various autoimmune diseases
Cosentyx,"Injection site reactions, infections",Adults,Medication used to treat autoimmune diseases such as psoriasis and psoriatic arthritis
